customer_id,registration_date,age,gender,city,annual_income,segment,lifetime_value,total_orders,avg_order_value,preferred_channel,sessions_per_month,churn_probability,satisfaction_score,days_since_last_purchase
CUST001634,2019-03-25,18.0,Male,Pune,,New,9645.17,8,2411.29,Website,18,0.2301,5,44
CUST001635,2021-11-07,43.0,Female,Delhi,100000.0,Premium,92404.72,20,13200.67,Mobile App,51,0.2226,,55
CUST001636,2021-12-24,34.0,Female,Kolkata,100000.0,Regular,13755.88,4,1146.32,Mobile App,21,0.4425,3,14
CUST001637,2019-12-14,31.0,Female,Chennai,100000.0,Premium,63604.32,18,4892.64,Mobile App,60,0.0423,5,27
CUST001638,2022-02-27,36.0,Male,Delhi,,Regular,21919.87,2,2739.98,In-Store,16,0.7315,5,20
CUST001639,2020-12-29,25.0,Male,Delhi,100000.0,Regular,13584.29,8,2716.86,Social Media,23,0.2145,3,39
CUST001640,2022-09-23,33.0,Female,Chennai,100000.0,Regular,11790.47,13,1473.81,Email,10,0.5436,2,1
CUST001641,2022-04-29,22.0,Male,Chennai,100000.0,Occasional,3513.97,7,270.31,Email,15,0.2393,5,7
CUST001642,2022-02-19,37.0,Other,Delhi,123000.0,Occasional,4393.35,8,366.11,Website,13,0.1433,4,28
CUST001643,2019-01-03,18.0,Male,Bangalore,100000.0,At-Risk,2980.41,8,372.55,Website,6,0.2393,5,280
CUST001644,2023-02-23,27.0,Female,Hyderabad,274000.0,At-Risk,5164.61,6,737.8,Email,3,0.2941,,239
CUST001645,2019-03-14,48.0,Female,Pune,100000.0,New,12520.84,7,2504.17,Email,10,0.2352,4,3
CUST001646,2019-03-30,38.0,Male,Pune,100000.0,New,5713.34,12,519.39,Email,11,0.5208,4,20
CUST001647,2019-03-17,20.0,Male,Chennai,122000.0,Occasional,4687.4,2,426.13,Website,16,0.5651,4,52
CUST001648,2023-06-22,20.0,Male,Delhi,100000.0,Occasional,5096.91,8,637.11,Social Media,21,0.1467,3,4
CUST001649,2023-06-09,20.0,Female,Delhi,100000.0,Regular,23594.94,9,2621.66,Mobile App,14,0.3245,2,12
CUST001650,2023-05-11,38.0,Female,Mumbai,100000.0,Occasional,7200.42,5,600.04,Email,10,0.4004,5,37
CUST001651,2022-12-08,24.0,Female,Hyderabad,100000.0,New,7456.92,8,414.27,Mobile App,16,0.3084,5,11
CUST001652,2022-03-18,33.0,Female,Pune,100000.0,Regular,26531.99,4,4422.0,Mobile App,13,0.306,5,49
CUST001653,2023-04-22,38.0,Male,Delhi,,Regular,21779.67,8,2722.46,Email,15,0.3665,5,55
CUST001654,2019-03-19,21.0,Female,Delhi,107000.0,Regular,27202.7,10,3022.52,Social Media,10,0.3953,2,6
CUST001655,2021-06-01,25.0,Male,Delhi,100000.0,At-Risk,2053.18,9,410.64,Mobile App,5,0.1395,5,115
CUST001656,2021-10-30,31.0,Male,Mumbai,100000.0,Occasional,3119.45,11,311.94,Email,9,0.3218,5,45
CUST001657,2023-08-21,43.0,Male,Bangalore,100000.0,New,8114.66,8,737.7,Social Media,18,0.2767,4,47
CUST001658,2021-12-01,34.0,Other,Hyderabad,100000.0,Premium,39644.98,16,6607.5,Email,39,0.2717,5,16
CUST001659,2023-02-01,38.0,Male,Mumbai,188000.0,Occasional,3923.32,12,392.33,Social Media,16,0.3265,4,27
CUST001660,2022-08-09,37.0,Female,Bangalore,100000.0,Regular,26996.81,10,3856.69,In-Store,19,0.3146,1,7
CUST001661,2020-10-21,46.0,Female,Hyderabad,100000.0,Premium,96808.98,14,7446.84,Email,42,0.3365,4,8
CUST001662,2021-08-19,36.0,Male,Bangalore,100000.0,Regular,12019.61,10,1335.51,Website,13,0.1619,4,1
CUST001663,2023-11-22,54.0,Female,Kolkata,100000.0,Regular,21706.58,6,5426.64,Social Media,16,0.3695,5,12
CUST001664,2023-12-07,31.0,Female,Hyderabad,126000.0,Premium,58197.91,17,11639.58,Mobile App,54,0.2212,4,25
CUST001665,2023-02-01,37.0,Female,Mumbai,106000.0,Occasional,3564.3,9,274.18,In-Store,19,0.0937,3,1
CUST001666,2019-06-29,29.0,Female,Mumbai,130000.0,Premium,54038.98,22,9006.5,In-Store,45,0.1282,5,5
CUST001667,2021-01-08,46.0,Female,Chennai,100000.0,Regular,21014.78,10,1616.52,Website,17,0.2412,5,48
CUST001668,2023-03-12,30.0,Male,Hyderabad,224000.0,Occasional,4109.86,3,684.98,Social Media,14,0.106,,36
CUST001669,2021-09-25,42.0,Female,Pune,100000.0,At-Risk,4674.31,8,934.86,Website,3,0.5223,4,166
CUST001670,2023-12-14,36.0,Female,Hyderabad,100000.0,New,10217.3,8,1702.88,Website,19,0.3357,4,21
CUST001671,2020-06-22,31.0,Male,Chennai,123000.0,Occasional,6032.7,4,502.72,Email,14,0.1485,,28
CUST001672,2022-03-24,,Male,Bangalore,100000.0,New,12289.16,8,1117.2,Social Media,13,0.438,3,8
CUST001673,2019-02-22,32.0,Male,Chennai,100000.0,Regular,29780.18,8,2707.29,Mobile App,16,0.1902,4,41
CUST001674,2021-04-19,34.0,Female,Hyderabad,100000.0,Regular,12448.34,12,1383.15,Email,12,0.0965,4,49
CUST001675,2023-12-19,18.0,Female,Pune,100000.0,New,10107.59,15,1010.76,Email,28,0.4848,5,36
CUST001676,2020-01-17,21.0,Female,Delhi,100000.0,New,14657.13,10,1465.71,In-Store,16,0.4804,4,23
CUST001677,2022-05-13,23.0,Female,Hyderabad,100000.0,Regular,14729.8,10,1636.64,In-Store,7,0.2136,4,49
CUST001678,2020-05-02,37.0,Female,Chennai,100000.0,At-Risk,3253.49,6,325.35,Website,5,0.0734,5,309
CUST001679,2019-07-22,29.0,Female,Hyderabad,100000.0,Premium,49614.43,19,4134.54,In-Store,24,0.1912,,13
CUST001680,2021-10-10,35.0,Male,Hyderabad,100000.0,Premium,64983.11,17,9283.3,In-Store,54,0.2794,4,41
CUST001681,2021-04-30,51.0,Female,Bangalore,100000.0,Occasional,7261.58,6,1037.37,In-Store,14,0.1643,5,2
CUST001682,2022-05-12,40.0,Male,Bangalore,,New,10513.62,14,876.14,Email,15,0.1992,3,15
CUST001683,2022-07-27,23.0,Female,Delhi,100000.0,New,4232.85,2,423.28,Mobile App,17,0.204,,49
CUST001684,2021-09-29,48.0,Male,Hyderabad,100000.0,Regular,12920.31,2,1435.59,Social Media,17,0.4203,4,35
CUST001685,2022-08-04,42.0,Female,Mumbai,100000.0,Regular,25743.35,8,3217.92,Social Media,15,0.1457,4,46
CUST001686,2021-07-19,24.0,Male,Bangalore,100000.0,Premium,65307.64,12,5442.3,Website,57,0.439,4,23
CUST001687,2021-02-07,25.0,Female,Mumbai,100000.0,New,9906.04,10,1415.15,Mobile App,11,0.2397,4,51
CUST001688,2019-02-03,47.0,Male,Bangalore,100000.0,Regular,21527.51,7,2391.95,Email,13,0.3565,5,19
CUST001689,2020-11-16,27.0,Male,Pune,100000.0,Regular,10618.12,7,1061.81,In-Store,16,0.3904,5,43
CUST001690,2021-05-08,18.0,Male,Bangalore,100000.0,At-Risk,3300.35,10,366.71,Email,5,0.2047,4,89
CUST001691,2020-05-07,37.0,Male,Hyderabad,100000.0,New,4175.6,6,417.56,Website,23,0.244,3,17
CUST001692,2023-08-28,,Male,Delhi,100000.0,New,15484.07,5,1407.64,Social Media,14,0.2261,5,45
CUST001693,2021-03-05,24.0,Female,Chennai,100000.0,Occasional,5265.34,6,585.04,Social Media,13,0.5132,1,54
CUST001694,2022-06-05,41.0,Female,Pune,100000.0,Premium,53582.29,22,4465.19,Email,57,0.1784,4,57
CUST001695,2021-01-16,42.0,Male,Bangalore,104000.0,Regular,9290.22,6,929.02,Email,17,0.0952,1,36
CUST001696,2023-01-15,42.0,Female,Chennai,100000.0,Regular,11590.79,8,1448.85,In-Store,14,0.255,5,34
CUST001697,2021-08-16,49.0,Male,Chennai,,Occasional,2501.43,10,208.45,Email,19,0.1914,4,41
CUST001698,2021-08-17,36.0,Female,Hyderabad,105000.0,At-Risk,4044.22,10,449.36,Social Media,3,0.4007,5,155
CUST001699,2023-02-25,32.0,Male,Mumbai,100000.0,At-Risk,4473.91,10,497.1,Website,4,0.0643,3,223
CUST001700,2023-01-11,54.0,Male,Bangalore,129000.0,Occasional,7954.83,8,994.35,Website,16,0.1459,2,17
CUST001701,2023-08-25,19.0,Female,Hyderabad,100000.0,Occasional,9948.36,7,994.84,Website,12,0.6076,5,7
CUST001702,2023-02-04,39.0,Male,Hyderabad,100000.0,Occasional,7123.95,4,890.49,Email,9,0.1899,,40
CUST001703,2019-08-21,35.0,Male,Bangalore,100000.0,Occasional,3179.38,9,454.2,Mobile App,19,0.363,,19
CUST001704,2019-07-01,25.0,Male,Mumbai,,Premium,98877.23,20,9887.72,Website,36,0.3488,4,23
CUST001705,2019-10-06,29.0,Female,Kolkata,100000.0,Regular,24458.6,11,2445.86,Social Media,12,0.0456,,55
CUST001706,2022-11-14,45.0,Female,Pune,100000.0,Regular,18555.83,6,1855.58,Mobile App,13,0.3114,,58
CUST001707,2022-09-21,32.0,Male,Bangalore,100000.0,Premium,32410.51,20,2700.88,Website,45,0.4303,5,16
CUST001708,2020-08-07,31.0,Male,Pune,103000.0,Occasional,9324.97,3,1554.16,Website,15,0.2244,4,26
CUST001709,2019-09-01,45.0,Female,Mumbai,100000.0,Occasional,7841.88,7,871.32,Social Media,15,0.4017,5,57
CUST001710,2022-07-31,43.0,Female,Hyderabad,100000.0,Occasional,4850.68,11,404.22,Social Media,10,0.4463,,52
CUST001711,2022-04-20,40.0,Other,Chennai,100000.0,New,14531.78,7,1321.07,Mobile App,16,0.2059,3,11
CUST001712,2023-02-26,18.0,Male,Pune,100000.0,Premium,74472.73,23,5728.67,Website,51,0.3958,5,48
CUST001713,2020-05-31,22.0,Female,Pune,148000.0,Regular,21670.43,7,2708.8,Social Media,16,0.5393,5,12
CUST001714,2023-03-17,43.0,Female,Mumbai,100000.0,New,8400.53,10,840.05,Website,24,0.5087,,27
CUST001715,2022-01-24,41.0,Male,Mumbai,100000.0,Premium,93282.52,21,11660.32,In-Store,27,0.1115,5,2
CUST001716,2021-04-17,26.0,Female,Delhi,100000.0,Regular,13874.73,7,2312.46,Social Media,22,0.3569,3,37
CUST001717,2021-04-03,24.0,Male,Pune,100000.0,Occasional,4494.99,4,449.5,Website,14,0.1712,4,21
CUST001718,2020-06-10,20.0,Female,Hyderabad,100000.0,Regular,24018.88,6,3431.27,Social Media,12,0.3554,4,30
CUST001719,2023-08-18,43.0,Female,Pune,100000.0,At-Risk,4642.91,8,386.91,Email,5,0.3823,5,133
CUST001720,2020-05-30,34.0,Male,Hyderabad,100000.0,Regular,16143.45,8,1614.35,Social Media,11,0.2771,5,46
CUST001721,2019-01-18,20.0,Female,Mumbai,118000.0,Occasional,4927.06,11,410.59,Social Media,7,0.1303,4,18
CUST001722,2020-08-30,50.0,Female,Pune,100000.0,Regular,24334.16,9,4055.69,Website,11,0.4814,3,2
CUST001723,2019-08-04,32.0,Male,Pune,100000.0,Occasional,9362.02,7,1337.43,Website,9,0.2214,4,40
CUST001724,2023-09-07,28.0,Female,Delhi,187000.0,At-Risk,3011.79,5,334.64,Website,5,0.5902,5,342
CUST001725,2020-05-22,18.0,Female,Chennai,100000.0,At-Risk,4397.17,8,879.43,In-Store,5,0.3409,4,238
CUST001726,2022-11-27,36.0,Female,Kolkata,100000.0,At-Risk,5012.62,8,716.09,In-Store,4,0.3128,,346
CUST001727,2023-05-25,46.0,Male,Delhi,100000.0,Occasional,9164.72,5,1309.25,Email,11,0.0655,5,52
CUST001728,2019-03-28,55.0,Female,Mumbai,103000.0,Occasional,8631.86,2,784.71,Website,10,0.2112,4,2
CUST001729,2023-09-08,18.0,Female,Bangalore,101000.0,Occasional,5556.62,6,926.1,In-Store,16,0.1414,1,31
CUST001730,2023-10-08,18.0,Other,Hyderabad,100000.0,Regular,13388.4,8,1115.7,In-Store,19,0.2765,4,6
CUST001731,2022-09-28,38.0,Male,Delhi,100000.0,Occasional,7778.12,9,972.27,Social Media,14,0.2336,2,38
CUST001732,2020-11-21,31.0,Male,Mumbai,115000.0,Regular,27770.68,6,4628.45,Email,21,0.2755,3,40
CUST001733,2019-06-02,49.0,Male,Chennai,100000.0,At-Risk,3141.42,7,261.78,In-Store,5,0.7216,4,63
CUST001734,2023-07-20,52.0,Male,Pune,100000.0,Regular,19056.26,4,4764.07,Mobile App,11,0.089,4,33
CUST001735,2022-09-29,,Male,Bangalore,100000.0,Occasional,8049.12,8,1006.14,Website,10,0.1418,1,9
CUST001736,2022-09-12,26.0,Male,Bangalore,100000.0,New,12780.45,4,1065.04,Mobile App,16,0.7417,4,28
CUST001737,2021-10-17,18.0,Female,Chennai,,New,13894.57,3,1389.46,Email,14,0.1181,2,39
CUST001738,2021-04-08,23.0,Female,Pune,100000.0,New,10818.33,7,1545.48,Mobile App,18,0.1958,5,48
CUST001739,2019-02-19,22.0,Female,Mumbai,100000.0,Occasional,3693.72,8,461.71,Website,12,0.3182,3,39
CUST001740,2019-11-04,45.0,Female,Bangalore,148000.0,Regular,23161.76,4,4632.35,Social Media,10,0.3166,3,35
CUST001741,2019-04-25,30.0,Male,Bangalore,100000.0,Regular,25651.24,9,5130.25,In-Store,18,0.4176,4,21
CUST001742,2019-05-07,35.0,Male,Pune,100000.0,Occasional,5105.77,12,319.11,Website,10,0.3699,4,24
CUST001743,2020-10-19,21.0,Female,Kolkata,100000.0,Occasional,7921.53,12,720.14,Social Media,17,0.4721,,31
CUST001744,2020-10-27,50.0,Female,Bangalore,100000.0,New,8298.33,11,1659.67,Website,11,0.4792,3,43
CUST001745,2020-09-16,30.0,Female,Hyderabad,100000.0,Premium,87756.61,16,9750.73,Social Media,63,0.0654,4,57
CUST001746,2022-01-26,31.0,Male,Delhi,100000.0,Regular,11206.7,10,1600.96,Email,17,0.5708,4,12
CUST001747,2019-09-30,39.0,Female,Chennai,100000.0,Occasional,2575.9,7,286.21,Email,14,0.3346,3,5
CUST001748,2021-10-22,20.0,Other,Mumbai,245000.0,Occasional,8902.31,5,890.23,Email,15,0.3477,2,32
CUST001749,2021-10-18,18.0,Male,Mumbai,100000.0,Occasional,6762.28,9,676.23,Social Media,14,0.2275,5,21
CUST001750,2021-01-13,30.0,Female,Pune,100000.0,Regular,22969.6,4,2871.2,Website,18,0.3997,4,20
CUST001751,2022-01-25,21.0,Other,Kolkata,100000.0,Premium,97263.2,16,8105.27,Website,63,0.2104,4,1
CUST001752,2022-09-17,34.0,Male,Delhi,126000.0,Premium,54770.42,17,5477.04,In-Store,54,0.3113,3,13
CUST001753,2019-11-07,,Male,Mumbai,100000.0,Regular,14303.69,6,1430.37,In-Store,19,0.3002,4,34
CUST001754,2023-06-06,37.0,Male,Bangalore,100000.0,At-Risk,5398.81,6,899.8,Social Media,6,0.1215,1,303
CUST001755,2019-08-16,21.0,Female,Kolkata,100000.0,Regular,11316.33,7,1886.06,In-Store,13,0.055,5,41
CUST001756,2020-04-28,,Male,Hyderabad,100000.0,Regular,10572.83,9,2643.21,Social Media,15,0.3845,5,25
CUST001757,2021-09-27,25.0,Female,Chennai,100000.0,Occasional,6634.63,8,603.15,Email,14,0.0648,5,42
CUST001758,2022-03-22,37.0,Male,Kolkata,,Occasional,2962.26,5,246.85,Mobile App,15,0.2885,,56
CUST001759,2022-11-25,39.0,Male,Kolkata,100000.0,Occasional,4328.95,9,865.79,Email,13,0.3392,3,27
CUST001760,2023-04-22,31.0,Male,Chennai,100000.0,New,15715.32,4,3143.06,Email,17,0.1924,4,46
CUST001761,2022-07-23,,Male,Kolkata,116000.0,Regular,13374.95,11,1486.11,Website,10,0.2351,4,55
CUST001762,2023-12-04,24.0,Male,Delhi,100000.0,Regular,23855.92,11,2650.66,In-Store,16,0.3036,4,42
CUST001763,2020-06-16,31.0,Female,Chennai,300000.0,Premium,64900.18,24,7211.13,In-Store,30,0.1279,3,15
CUST001764,2021-11-19,26.0,Male,Pune,152000.0,Regular,26477.11,11,2647.71,In-Store,16,0.2295,4,30
CUST001765,2021-10-24,30.0,Female,Delhi,,Premium,82800.07,17,6900.01,Social Media,39,0.4194,4,4
CUST001766,2023-05-27,34.0,Male,Hyderabad,118000.0,Regular,16031.92,4,2003.99,Email,14,0.3793,4,55
CUST001767,2019-07-08,26.0,Female,Pune,100000.0,Occasional,9671.77,7,967.18,Social Media,15,0.157,5,24
CUST001768,2023-08-11,18.0,Female,Mumbai,100000.0,Premium,87315.81,18,14552.64,In-Store,45,0.1795,2,20
CUST001769,2021-02-19,42.0,Male,Mumbai,,At-Risk,4699.16,7,391.6,Mobile App,4,0.0381,4,266
CUST001770,2021-10-11,35.0,Female,Pune,100000.0,Occasional,4065.09,7,580.73,Social Media,10,0.3111,,43
CUST001771,2020-03-15,32.0,Male,Bangalore,100000.0,At-Risk,5651.24,6,706.4,Website,2,0.0646,2,173
CUST001772,2022-09-23,48.0,Female,Chennai,100000.0,At-Risk,5002.46,8,714.64,Website,5,0.3412,4,309
CUST001773,2019-11-29,18.0,Female,Delhi,100000.0,Premium,53750.96,17,5972.33,Email,33,0.1286,2,43
CUST001774,2020-05-04,25.0,Female,Pune,,Occasional,9860.85,6,1232.61,Social Media,16,0.0337,2,15
CUST001775,2022-01-12,33.0,Female,Kolkata,100000.0,Occasional,8092.58,6,899.18,Website,18,0.2398,4,38
CUST001776,2019-12-12,31.0,Male,Kolkata,100000.0,New,6543.16,4,817.89,Website,8,0.4119,4,45
CUST001777,2020-02-09,32.0,Female,Chennai,100000.0,Regular,18244.76,9,1216.32,Social Media,15,0.2295,,7
CUST001778,2019-04-06,34.0,Male,Pune,118000.0,Regular,17639.24,7,2519.89,Mobile App,9,0.0734,5,5
CUST001779,2022-08-04,37.0,Male,Kolkata,172000.0,New,7935.29,4,2645.1,Mobile App,15,0.2497,5,13
CUST001780,2022-08-10,18.0,Female,Hyderabad,100000.0,Regular,15654.97,7,1956.87,Email,21,0.0134,3,56
CUST001781,2020-07-19,67.0,Male,Kolkata,100000.0,Regular,21071.76,12,2341.31,Website,11,0.0053,,54
CUST001782,2021-10-18,52.0,Male,Hyderabad,100000.0,Regular,10650.25,5,1521.46,Email,15,0.2878,5,3
CUST001783,2022-05-03,30.0,Male,Bangalore,100000.0,Premium,58365.92,21,8337.99,Email,48,0.3605,5,13
CUST001784,2021-03-08,47.0,Female,Hyderabad,124000.0,Regular,10847.56,7,2711.89,Email,19,0.354,4,54
CUST001785,2021-10-17,33.0,Other,Kolkata,100000.0,Occasional,6794.4,6,754.93,Website,13,0.0487,1,49
CUST001786,2020-12-26,31.0,Female,Delhi,100000.0,Regular,15360.11,7,1706.68,Website,14,0.4411,4,34
CUST001787,2019-05-29,,Male,Hyderabad,100000.0,At-Risk,5074.6,14,422.88,Mobile App,4,0.2146,3,112
CUST001788,2021-05-23,38.0,Female,Hyderabad,,At-Risk,5354.69,8,411.9,Mobile App,5,0.3244,4,290
CUST001789,2021-11-12,54.0,Female,Hyderabad,100000.0,Regular,20328.98,8,2904.14,Mobile App,14,0.1445,4,15
CUST001790,2019-07-02,63.0,Male,Kolkata,100000.0,Premium,51121.34,13,7303.05,Website,15,0.0638,3,17
CUST001791,2022-11-09,26.0,Male,Delhi,100000.0,New,12113.89,6,1101.26,In-Store,15,0.2718,5,4
CUST001792,2020-03-24,44.0,Male,Delhi,,Occasional,8945.48,8,894.55,Website,9,0.4294,4,2
CUST001793,2020-12-21,61.0,Female,Delhi,100000.0,Regular,9576.7,8,957.67,Website,14,0.1401,3,7
CUST001794,2019-09-16,36.0,Male,Chennai,100000.0,New,15573.25,9,1557.33,Website,8,0.3708,4,28
CUST001795,2020-10-09,24.0,Female,Mumbai,100000.0,At-Risk,3421.44,6,380.16,In-Store,6,0.0352,4,135
CUST001796,2020-07-09,35.0,Female,Pune,207000.0,At-Risk,3186.77,8,398.35,Email,5,0.2036,2,278
CUST001797,2019-10-10,27.0,Male,Mumbai,100000.0,Regular,13835.43,7,1064.26,In-Store,22,0.2774,4,8
CUST001798,2021-11-08,18.0,Male,Hyderabad,100000.0,Occasional,2611.0,7,200.85,Social Media,18,0.1004,4,45
CUST001799,2019-03-12,51.0,Female,Chennai,100000.0,New,15906.58,7,1223.58,Email,18,0.4257,3,42
CUST001800,2019-12-19,32.0,Male,Pune,100000.0,Regular,11159.33,8,1014.48,Email,12,0.1356,5,36
CUST001801,2020-10-23,45.0,Male,Chennai,100000.0,Premium,86891.95,17,5430.75,Mobile App,21,0.4184,2,40
CUST001802,2023-05-09,47.0,Male,Chennai,159000.0,New,6710.27,9,745.59,Mobile App,17,0.1906,5,53
CUST001803,2022-12-21,32.0,Male,Hyderabad,100000.0,Occasional,9099.88,6,1137.48,In-Store,17,0.1783,5,26
CUST001804,2023-05-30,18.0,Male,Chennai,100000.0,Regular,10821.99,6,773.0,Mobile App,18,0.325,5,48
CUST001805,2019-09-07,39.0,Male,Chennai,156000.0,Occasional,7757.03,5,775.7,In-Store,14,0.5178,3,34
CUST001806,2023-02-16,55.0,Female,Bangalore,100000.0,New,12462.69,8,1557.84,In-Store,21,0.1531,5,57
CUST001807,2023-02-10,20.0,Male,Pune,168000.0,Regular,8053.2,6,575.23,Social Media,9,0.1272,5,37
CUST001808,2019-07-09,43.0,Male,Pune,110000.0,Occasional,7446.77,5,930.85,Email,22,0.2157,4,13
CUST001809,2020-09-11,53.0,Male,Bangalore,100000.0,New,9461.41,6,1351.63,In-Store,12,0.0648,5,33
CUST001810,2023-03-07,40.0,Female,Hyderabad,100000.0,New,12038.07,8,2407.61,Mobile App,20,0.0638,4,55
CUST001811,2023-09-19,38.0,Male,Pune,100000.0,At-Risk,4792.49,7,342.32,Email,8,0.2837,5,290
CUST001812,2020-01-20,33.0,Male,Hyderabad,100000.0,Regular,29522.07,10,2683.82,In-Store,16,0.4073,2,46
CUST001813,2022-12-14,56.0,Male,Hyderabad,100000.0,Regular,18407.7,5,4601.92,Social Media,13,0.3229,,30
CUST001814,2022-06-03,62.0,Male,Bangalore,100000.0,New,12460.55,12,2492.11,Mobile App,10,0.0439,2,46
CUST001815,2023-10-25,37.0,Male,Chennai,160000.0,Occasional,3410.3,9,341.03,In-Store,13,0.1675,4,19
CUST001816,2022-02-12,37.0,Male,Mumbai,100000.0,Occasional,6677.09,10,741.9,Website,17,0.1462,4,36
CUST001817,2022-07-21,23.0,Male,Chennai,128000.0,Premium,39344.23,15,4918.03,Social Media,69,0.5114,5,28
CUST001818,2022-09-05,37.0,Female,Delhi,100000.0,Occasional,7763.39,5,970.42,Mobile App,11,0.0604,5,7
CUST001819,2022-01-12,18.0,Male,Hyderabad,100000.0,Regular,23284.75,4,2587.19,Website,16,0.2494,5,51
CUST001820,2022-04-07,38.0,Male,Pune,100000.0,Occasional,3914.93,11,261.0,Email,13,0.1177,3,2
CUST001821,2021-03-03,41.0,Female,Delhi,100000.0,Premium,44992.11,17,8998.42,Social Media,42,0.3024,3,52
CUST001822,2019-10-27,36.0,Male,Delhi,100000.0,Regular,19242.82,17,2748.97,Email,23,0.2404,,14
CUST001823,2022-06-03,23.0,Female,Pune,100000.0,Regular,17615.33,6,3523.07,Website,21,0.4407,1,3
CUST001824,2019-04-13,,Male,Mumbai,178000.0,Occasional,5525.54,9,789.36,Email,15,0.09,5,58
CUST001825,2022-03-03,41.0,Female,Bangalore,100000.0,Occasional,3384.74,12,307.7,Website,15,0.0695,1,54
CUST001826,2022-01-22,34.0,Male,Mumbai,100000.0,Premium,25152.59,19,2515.26,Social Media,42,0.2027,5,21
CUST001827,2019-01-04,18.0,Female,Delhi,100000.0,Regular,20891.6,6,3481.93,Email,26,0.0978,5,45
CUST001828,2023-07-20,31.0,Male,Hyderabad,122000.0,Occasional,6225.93,10,889.42,Social Media,13,0.4154,2,24
CUST001829,2019-04-01,31.0,Female,Bangalore,100000.0,Premium,51251.02,21,5125.1,Social Media,54,0.3403,1,29
CUST001830,2021-10-01,44.0,Male,Chennai,100000.0,New,8866.26,9,554.14,Email,17,0.3631,3,49
CUST001831,2022-10-24,47.0,Male,Kolkata,100000.0,New,13936.08,5,2787.22,Social Media,14,0.1536,5,51
CUST001832,2021-09-04,25.0,Male,Delhi,100000.0,New,6969.42,6,871.18,Social Media,14,0.4925,,33
CUST001833,2019-07-25,25.0,Female,Mumbai,103000.0,Premium,64623.83,17,5874.89,Mobile App,51,0.2433,,2
CUST001834,2019-08-02,27.0,Female,Delhi,,Regular,8406.35,16,840.64,Social Media,24,0.5049,5,51
CUST001835,2022-04-10,28.0,Male,Bangalore,100000.0,Regular,15744.68,4,2249.24,Social Media,13,0.1504,5,47
CUST001836,2019-07-09,27.0,Male,Chennai,100000.0,Premium,33732.54,22,3373.25,Website,39,0.0414,2,27
CUST001837,2022-09-04,39.0,Female,Pune,100000.0,Premium,82325.97,13,7484.18,Email,45,0.1979,4,57
CUST001838,2019-05-27,20.0,Female,Kolkata,100000.0,Regular,11648.45,11,970.7,In-Store,14,0.056,4,18
CUST001839,2023-10-03,24.0,Male,Pune,100000.0,Occasional,9865.27,10,896.84,In-Store,15,0.5212,5,3
CUST001840,2023-11-06,18.0,Female,Bangalore,100000.0,Occasional,5526.65,6,614.07,Website,17,0.5123,1,10
CUST001841,2019-08-19,19.0,Female,Kolkata,,Regular,8136.37,8,904.04,Social Media,11,0.1099,3,54
CUST001842,2019-01-03,52.0,Female,Chennai,100000.0,Regular,22361.88,11,11180.94,Mobile App,13,0.1369,4,34
CUST001843,2019-02-04,26.0,Male,Delhi,145000.0,Regular,29611.54,10,2467.63,Social Media,18,0.3813,,40
CUST001844,2023-06-01,26.0,Male,Pune,100000.0,Regular,29569.02,7,2956.9,Email,11,0.3467,,10
CUST001845,2020-12-18,23.0,Other,Kolkata,100000.0,At-Risk,5025.12,7,717.87,Website,3,0.4866,3,261
CUST001846,2022-10-08,47.0,Female,Hyderabad,100000.0,New,13185.68,11,1648.21,Website,18,0.2478,4,50
CUST001847,2022-05-18,49.0,Female,Pune,152000.0,Occasional,9489.75,1,1355.68,In-Store,17,0.2708,3,37
CUST001848,2022-11-15,31.0,Male,Chennai,100000.0,Premium,64687.68,15,5390.64,Website,30,0.2705,4,1
CUST001849,2020-06-05,65.0,Male,Delhi,111000.0,Occasional,6934.73,7,990.68,Social Media,13,0.2217,5,31
CUST001850,2021-07-10,50.0,Male,Hyderabad,100000.0,Occasional,3873.46,8,430.38,Email,15,0.225,3,40
CUST001851,2022-10-22,26.0,Male,Delhi,100000.0,At-Risk,3777.84,10,539.69,Website,4,0.0833,4,224
CUST001852,2019-10-30,31.0,Male,Bangalore,100000.0,Occasional,6796.82,10,970.97,In-Store,15,0.1108,5,26
CUST001853,2020-07-10,21.0,Female,Bangalore,223000.0,Occasional,4658.07,11,423.46,Mobile App,15,0.1177,4,4
CUST001854,2020-08-26,18.0,Female,Pune,100000.0,Occasional,3270.69,7,363.41,Mobile App,13,0.4796,2,16
CUST001855,2023-06-24,44.0,Female,Chennai,100000.0,Premium,79512.85,16,19878.21,In-Store,39,0.5581,4,45
CUST001856,2021-05-30,45.0,Male,Chennai,100000.0,Occasional,5477.11,5,547.71,In-Store,12,0.4952,5,54
CUST001857,2019-07-17,22.0,Female,Mumbai,100000.0,Regular,23053.72,9,1921.14,Email,11,0.1359,3,44
CUST001858,2020-12-06,,Other,Mumbai,100000.0,Occasional,8118.01,11,1014.75,Mobile App,15,0.0386,,10
CUST001859,2023-06-06,62.0,Female,Bangalore,100000.0,Occasional,2841.09,11,284.11,Website,13,0.2903,5,36
CUST001860,2019-11-17,24.0,Other,Pune,180000.0,Occasional,4449.75,14,370.81,In-Store,16,0.2794,,27
CUST001861,2021-01-27,27.0,Female,Bangalore,153000.0,Regular,15252.57,9,953.29,In-Store,14,0.3192,4,4
